sz,om,yr,mo,dy,date1,time,tz,st,stf,stn,f,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4
1.75,794,2005,5,10,05/10/2005,20:20:00,3,NE,31,13,0,0,0,0,0,40.85,-98.05,40.85,-98.05,0.1,30,1,1,1,81,0,0,0
1.75,795,2005,5,10,05/10/2005,20:41:00,3,NE,31,14,0,0,0,0,0,41.12,-97.62,41.12,-97.62,0.1,50,1,1,1,143,0,0,0
4.25,809,2005,5,11,05/11/2005,14:50:00,3,NE,31,15,0,0,0,0,0,40.18,-101.02,40.18,-101.02,0.3,25,1,1,1,87,0,0,0
2.5,117,2005,5,11,05/11/2005,15:54:00,3,CO,8,6,0,0,0,0,0,39.7,-102.3,39.77,-102.22,0,0,1,1,1,125,0,0,0
2.5,81,2005,5,11,05/11/2005,15:55:00,3,NE,31,16,1,0,0,0.05,0,40.63,-100.58,40.65,-100.6,2,50,1,1,1,63,0,0,0
1.75,807,2005,5,11,05/11/2005,17:15:00,3,NE,31,17,0,0,0,0,0,40.05,-101.82,40.05,-101.82,0.3,25,1,1,1,57,0,0,0
1.75,808,2005,5,11,05/11/2005,17:34:00,3,NE,31,18,0,0,0,0,0,40.18,-101.53,40.18,-101.53,0.3,25,1,1,1,57,0,0,0
1.75,84,2005,5,11,05/11/2005,17:35:00,3,IL,17,8,0,0,0,0,0,40,-91.17,40,-91.17,0.2,50,1,1,1,1,0,0,0
2.75,780,2005,5,11,05/11/2005,19:44:00,3,KS,20,42,0,0,0,0,0,37.47,-101.43,37.47,-101.43,0.5,30,1,1,1,67,0,0,0
2.75,781,2005,5,11,05/11/2005,19:48:00,3,KS,20,43,0,0,0,0,0,37.58,-101.42,37.58,-101.42,0.2,30,1,1,1,67,0,0,0
1.75,110,2005,5,11,05/11/2005,21:05:00,3,NE,31,19,0,0,0,0.12,0,40.82,-98.6,40.82,-98.6,0.1,30,1,1,1,79,0,0,0
1.75,785,2005,5,11,05/11/2005,21:24:00,3,KS,20,47,0,0,0,0,0,37.93,-100.98,37.93,-100.98,0.2,15,1,1,1,55,0,0,0
1.75,823,2005,5,12,05/12/2005,15:30:00,3,TX,48,14,0,0,0,0,0,34.18,-102.15,34.18,-102.15,0.1,40,1,1,1,279,0,0,0
4.25,824,2005,5,12,05/12/2005,16:04:00,3,TX,48,15,0,0,0,0,0,34.22,-101.7,34.22,-101.7,0.1,40,1,1,1,189,0,0,0
4.25,825,2005,5,12,05/12/2005,16:41:00,3,TX,48,16,0,0,0,0,0,34.3,-101.58,34.3,-101.58,0.2,50,1,1,1,189,0,0,0
3,826,2005,5,12,05/12/2005,17:13:00,3,TX,48,17,2,0,0,0,0,34.22,-101.32,34.22,-101.32,1.5,1000,1,1,1,153,0,0,0
3,827,2005,5,12,05/12/2005,17:24:00,3,TX,48,18,0,0,0,0,0,34.22,-101.32,34.22,-101.32,0.5,500,1,1,1,153,0,0,0
3,106,2005,5,12,05/12/2005,17:28:00,3,TX,48,19,0,0,0,0,0,34.87,-102.12,34.87,-102.12,0.1,25,1,1,1,381,0,0,0
1.75,828,2005,5,12,05/12/2005,19:40:00,3,TX,48,20,3,0,0,0.3,0,33.58,-101.5,33.65,-101.42,6,500,1,1,1,107,0,0,0
2,829,2005,5,12,05/12/2005,19:55:00,3,TX,48,21,2,0,0,0.1,0,33.68,-101.42,33.73,-101.38,4.5,500,1,1,1,107,0,0,0
2.5,830,2005,5,12,05/12/2005,20:20:00,3,TX,48,22,0,0,0,0,0,33.73,-101.6,33.73,-101.6,0.2,50,1,1,1,303,0,0,0
1.75,137,2005,5,13,05/13/2005,16:15:00,3,TX,48,23,0,0,0,0,0,33.92,-100.17,33.92,-100.17,0.1,40,1,1,1,101,0,0,0
2.75,769,2005,5,13,05/13/2005,17:32:00,3,TX,48,24,1,0,0,0,0,33.72,-99.75,33.68,-99.72,4,150,1,1,1,275,0,0,0
2.75,770,2005,5,13,05/13/2005,18:09:00,3,TX,48,25,3,0,0,0,0,33.63,-99.63,33.47,-99.47,16.3,1000,1,1,1,275,23,0,0
2.5,771,2005,5,13,05/13/2005,18:51:00,3,TX,48,26,0,0,0,0,0,33.53,-99.47,33.53,-99.47,0.2,50,1,1,1,23,0,0,0
2.5,104,2005,5,13,05/13/2005,18:55:00,3,TX,48,27,0,0,0,0,0,35.68,-100.25,35.68,-100.25,0.3,25,1,1,1,211,0,0,0
1,100,2005,5,13,05/13/2005,22:18:00,3,TX,48,28,0,0,0,0.01,0,32.27,-100.33,32.25,-100.32,1.5,50,1,1,1,353,0,0,0
1.75,730,2005,5,17,05/17/2005,15:06:00,3,NE,31,20,0,0,0,0,0,41.13,-101.02,41.13,-101.02,0.1,20,1,1,1,111,0,0,0
1,111,2005,5,17,05/17/2005,17:15:00,3,NE,31,22,0,0,0,0,0,40.9,-100.12,40.9,-100.1,1,30,1,1,1,47,0,0,0
1.75,742,2005,5,18,05/18/2005,18:03:00,3,MN,27,9,0,0,0,0,0,45.22,-95.62,45.22,-95.62,0.1,25,1,1,1,151,0,0,0
1.75,729,2005,5,19,05/19/2005,18:38:00,3,KY,21,4,1,0,0,0.25,0,36.83,-87.28,36.87,-87.28,0.2,100,1,1,1,47,219,0,0
1,799,2005,5,20,05/20/2005,15:55:00,3,ND,38,6,1,0,0,0,0,47.9,-97.08,47.88,-97.05,2.5,75,1,1,1,35,0,0,0
1.25,806,2005,5,20,05/20/2005,16:07:00,3,MN,27,11,0,0,0,0,0,47.9,-97,47.9,-97,0.5,25,1,1,1,119,0,0,0
1.25,800,2005,5,20,05/20/2005,16:19:00,3,ND,38,7,1,0,0,0.01,0,46.88,-97.42,46.83,-97.3,3,75,1,1,1,17,0,0,0
1.25,805,2005,5,20,05/20/2005,16:22:00,3,MN,27,12,0,0,0,0,0,47.82,-96.83,47.82,-96.83,0.3,25,1,1,1,119,0,0,0
1.25,804,2005,5,20,05/20/2005,17:05:00,3,ND,38,8,0,0,0,0,0,46.65,-97.08,46.63,-97.05,0.7,50,1,1,1,17,77,0,0
1.75,834,2005,5,24,05/24/2005,14:31:00,3,CO,8,7,0,0,0,0,0,40.6,-103.65,40.6,-103.65,0.1,50,1,1,1,123,0,0,0
2.5,833,2005,5,24,05/24/2005,14:59:00,3,CO,8,8,0,0,0,0,0,40.38,-103.58,40.38,-103.58,0.1,50,1,1,1,87,0,0,0
2.5,831,2005,5,24,05/24/2005,15:35:00,3,CO,8,10,0,0,0,0,0,40.17,-103.35,40.17,-103.35,0.1,50,1,1,1,121,0,0,0
1,92,2005,5,25,05/25/2005,13:15:00,3,FL,12,9,0,0,0,0.01,0,27.27,-80.32,27.27,-80.32,0.4,4,1,1,1,111,0,0,0
0.88,768,2005,5,28,05/28/2005,17:08:00,3,TX,48,30,0,0,0,0,0,31.15,-95.62,31.15,-95.62,0.5,35,1,1,1,225,0,0,0
2,86,2005,5,30,05/30/2005,18:53:00,3,NM,35,5,0,0,0,0,0,35.47,-103.58,35.45,-103.58,1,200,1,1,1,21,0,0,0
1,109,2005,5,30,05/30/2005,20:10:00,3,KS,20,49,0,0,0,0,0,37.33,-101.98,37.32,-101.93,3.2,75,1,1,1,129,0,0,0
2,105,2005,5,31,05/31/2005,14:05:00,3,TX,48,33,0,0,0,0,0,35.17,-101.77,35.17,-101.77,0.1,25,1,1,1,381,0,0,0
4,775,2005,5,31,05/31/2005,21:32:00,3,TX,48,36,1,0,0,0.3,0,31.4,-100.37,31.38,-100.33,2,0,1,1,1,451,0,0,0
4,776,2005,5,31,05/31/2005,21:37:00,3,TX,48,37,1,0,0,0.1,0,31.37,-100.32,31.35,-100.28,2,0,1,1,1,451,0,0,0
4.25,777,2005,5,31,05/31/2005,22:10:00,3,TX,48,38,0,0,0,0.01,0,31.23,-100.17,31.23,-100.15,1,0,1,1,1,451,0,0,0
1.75,877,2005,6,1,06/01/2005,13:17:00,3,WY,56,1,0,0,0,0,0,44.72,-108.65,44.75,-108.57,4,30,1,1,1,29,3,0,0
1.75,202,2005,6,1,06/01/2005,13:38:00,3,WY,56,2,0,0,0,0,0,44.75,-108.5,44.78,-108.42,4,30,1,1,1,3,0,0,0
1.75,203,2005,6,1,06/01/2005,13:40:00,3,WY,56,3,0,0,0,0,0,44.47,-108.45,44.45,-108.27,10,20,1,1,1,3,0,0,0
1,953,2005,6,2,06/02/2005,15:53:00,3,CO,8,14,0,0,0,0,0,39.98,-104.13,39.98,-104.13,0.1,50,1,1,1,1,0,0,0
4,952,2005,6,2,06/02/2005,16:37:00,3,CO,8,15,0,0,0,0,0,39.9,-103.58,39.9,-103.58,0.1,50,1,1,1,121,0,0,0
2.75,949,2005,6,2,06/02/2005,18:04:00,3,CO,8,18,0,0,0,0,0,39.73,-102.93,39.73,-102.93,0.1,50,1,1,1,121,0,0,0
2.75,226,2005,6,2,06/02/2005,18:32:00,3,CO,8,19,0,0,0,0,0,39.65,-102.65,39.65,-102.65,0.3,25,1,1,1,125,0,0,0
2.75,948,2005,6,2,06/02/2005,18:50:00,3,CO,8,20,0,0,0,0,0,39.3,-103.27,39.3,-103.27,0.1,50,1,1,1,73,0,0,0
2.75,947,2005,6,2,06/02/2005,19:03:00,3,CO,8,21,0,0,0,0,0,39.17,-103.7,39.17,-103.7,0.1,50,1,1,1,73,0,0,0
1.75,227,2005,6,2,06/02/2005,20:35:00,3,KS,20,50,1,0,0,0,0,39.58,-101.8,39.6,-101.72,3,75,1,1,1,23,0,0,0
1.75,224,2005,6,3,06/03/2005,16:23:00,3,TX,48,43,0,0,0,0,0,31.38,-97.35,31.38,-97.35,0.1,10,1,1,1,309,0,0,0
1.25,811,2005,6,4,06/04/2005,12:30:00,3,NE,31,23,0,0,0,0,0,41.17,-101.58,41.22,-101.53,4,25,1,1,1,101,0,0,0
1.75,914,2005,6,4,06/04/2005,13:54:00,3,WI,55,4,0,0,0,0,0,44.05,-88.98,44.05,-88.98,0.2,75,1,1,1,137,0,0,0
1.75,915,2005,6,4,06/04/2005,14:05:00,3,WI,55,5,0,0,0,0,0,44.12,-88.93,44.12,-88.93,0.1,50,1,1,1,137,0,0,0
0.88,812,2005,6,4,06/04/2005,14:30:00,3,NE,31,24,0,0,0,0,0,41.55,-101.12,41.55,-101.12,0.1,25,1,1,1,117,0,0,0
1.75,813,2005,6,4,06/04/2005,15:15:00,3,NE,31,25,0,0,0,0,0,41.7,-100.97,41.7,-100.97,0.1,25,1,1,1,117,0,0,0
1.75,975,2005,6,4,06/04/2005,15:18:00,3,KS,20,59,2,0,0,0.4,0,39.77,-95.53,39.78,-95.45,3,100,1,1,1,13,0,0,0
1.75,976,2005,6,4,06/04/2005,16:30:00,3,KS,20,60,1,0,0,0.25,0,39.23,-96.48,39.23,-96.48,0.5,100,1,1,1,149,0,0,0
1.75,880,2005,6,4,06/04/2005,16:32:00,3,MO,29,7,0,0,0,0,0,40.05,-94.95,40.07,-94.97,1,50,1,1,1,3,0,0,0
4.25,842,2005,6,4,06/04/2005,17:45:00,3,OK,40,19,0,0,0,0,0,34.6,-98.02,34.6,-98.02,0.1,20,1,1,1,137,0,0,0
4.25,890,2005,6,4,06/04/2005,17:48:00,3,MO,29,8,1,0,0,0,0,40.38,-94.47,40.38,-94.47,0.5,100,1,1,1,75,0,0,0
4.25,889,2005,6,4,06/04/2005,17:50:00,3,MO,29,9,1,0,0,0.18,0,40.38,-94.45,40.52,-94.25,15,100,1,1,1,227,0,0,0
4.25,843,2005,6,4,06/04/2005,17:53:00,3,OK,40,20,0,0,0,0,0,34.63,-97.97,34.63,-97.97,0.1,20,1,1,1,137,0,0,0
4.25,858,2005,6,4,06/04/2005,17:57:00,3,KS,20,61,0,0,0,0,0,37.07,-96.98,37.07,-96.98,0.5,55,1,1,1,35,0,0,0
4.25,844,2005,6,4,06/04/2005,18:05:00,3,OK,40,21,0,0,0,0.001,0,34.62,-97.87,34.62,-97.87,0.2,75,1,1,1,137,0,0,0
4.25,884,2005,6,4,06/04/2005,18:06:00,3,MO,29,10,0,0,0,0,0,40.23,-94.55,40.23,-94.55,1,50,1,1,1,75,0,0,0
3,176,2005,6,4,06/04/2005,18:38:00,3,TX,48,44,0,0,0,0,0,33.67,-98.82,33.67,-98.82,0.2,30,1,1,1,9,0,0,0
3,205,2005,6,4,06/04/2005,18:44:00,3,KS,20,63,0,0,0,0,0,39.73,-94.9,39.75,-94.87,1,50,1,1,1,43,0,0,0
2.75,881,2005,6,4,06/04/2005,18:46:00,3,MO,29,13,0,0,0,0.3,0,39.77,-94.85,39.77,-94.85,7.5,50,1,1,1,21,0,0,0
2.75,888,2005,6,4,06/04/2005,18:53:00,3,MO,29,14,0,0,0,0,0,39.85,-94.83,39.87,-94.8,3,50,1,1,1,3,0,0,0
2.75,883,2005,6,4,06/04/2005,19:54:00,3,MO,29,15,0,0,0,0,0,39.95,-94.07,39.95,-94.07,0.5,50,1,1,1,61,0,0,0
1.75,218,2005,6,4,06/04/2005,20:45:00,3,SD,46,2,0,0,0,0,0,42.8,-96.65,42.8,-96.65,0.1,50,1,1,1,127,0,0,0
1.75,219,2005,6,4,06/04/2005,20:50:00,3,IA,19,19,0,0,0,0,0,42.82,-96.55,42.82,-96.53,1,50,1,1,1,149,0,0,0
1.75,220,2005,6,4,06/04/2005,21:02:00,3,IA,19,20,0,0,0,0,0,42.92,-96.43,42.92,-96.43,0.1,50,1,1,1,167,0,0,0
1.75,221,2005,6,4,06/04/2005,21:22:00,3,IA,19,21,0,0,0,0,0,42.97,-96.4,42.97,-96.4,0.1,50,1,1,1,167,0,0,0
2.25,207,2005,6,5,06/05/2005,15:05:00,3,WI,55,14,0,0,0,0,0,45.95,-90.48,45.95,-90.48,0.1,20,1,1,1,99,0,0,0
4.25,173,2005,6,5,06/05/2005,16:40:00,3,MI,26,2,1,0,0,0.03,0,46.47,-89.57,46.47,-89.57,0.3,50,1,1,1,53,0,0,0
3,849,2005,6,5,06/05/2005,17:33:00,3,TX,48,45,0,0,0,0,0,32.72,-101.27,32.7,-101.27,0.8,75,1,1,1,33,0,0,0
3,850,2005,6,5,06/05/2005,17:39:00,3,TX,48,46,0,0,0,0,0,32.67,-101.32,32.67,-101.32,0.1,75,1,1,1,33,0,0,0
3,851,2005,6,5,06/05/2005,17:44:00,3,TX,48,47,0,0,0,0,0,32.63,-101.23,32.62,-101.25,1,100,1,1,1,33,0,0,0
3,855,2005,6,5,06/05/2005,18:05:00,3,TX,48,48,0,0,0,0.01,0,32.57,-101.43,32.57,-101.43,0.1,75,1,1,1,33,0,0,0
3,852,2005,6,5,06/05/2005,18:08:00,3,TX,48,49,2,0,0,0.08,0,32.57,-101.3,32.5,-101.32,5,1300,1,1,1,33,0,0,0
2.75,853,2005,6,5,06/05/2005,18:20:00,3,TX,48,51,2,0,0,0.03,0,32.52,-101.4,32.48,-101.45,4,300,1,1,1,227,0,0,0
2.75,845,2005,6,5,06/05/2005,18:25:00,3,OK,40,23,0,0,0,0,0,34.7,-98.98,34.7,-98.98,0.3,30,1,1,1,75,0,0,0
2.75,846,2005,6,5,06/05/2005,18:36:00,3,OK,40,24,1,0,0,0.01,0,34.7,-99.03,34.68,-99.03,1,50,1,1,1,75,0,0,0
1.75,854,2005,6,5,06/05/2005,19:44:00,3,TX,48,53,0,0,0,0,0,32.4,-101.53,32.4,-101.53,0.2,75,1,1,1,227,0,0,0
1,212,2005,6,6,06/06/2005,09:50:00,3,PA,42,1,0,0,0,0,0,41.87,-77.18,41.87,-77.18,2,100,1,1,1,117,0,0,0
2.5,144,2005,6,6,06/06/2005,16:00:00,3,TX,48,55,1,0,0,0.28,0,31.48,-95.47,31.48,-95.47,6,850,1,1,1,225,0,0,0
3,818,2005,6,6,06/06/2005,17:52:00,3,NE,31,30,0,0,0,0,0,41.9,-101.23,41.9,-101.23,0.1,25,1,1,1,91,0,0,0
2.75,147,2005,6,6,06/06/2005,19:04:00,3,MT,30,2,0,0,0,0,0,46.48,-104.22,46.48,-104.22,1,0,1,1,1,25,0,0,0
1,154,2005,6,6,06/06/2005,20:30:00,3,ND,38,13,1,0,0,0,0,46.88,-103.2,46.9,-103.18,1,60,1,1,1,89,0,0,0
1.75,155,2005,6,6,06/06/2005,23:02:00,3,ND,38,14,1,0,0,0,0,46.75,-100.7,46.75,-100.68,1,60,1,1,1,15,0,0,0
1.75,938,2005,6,7,06/07/2005,15:44:00,3,WI,55,15,0,0,0,0,0,45.48,-92.1,45.47,-92.08,1,25,1,1,1,5,0,0,0
1.75,939,2005,6,7,06/07/2005,15:58:00,3,WI,55,16,0,0,0,0,0,45.47,-92.03,45.45,-92.02,2,25,1,1,1,5,0,0,0
1.5,191,2005,6,7,06/07/2005,16:34:00,3,WY,56,4,1,0,0,0,0,44.88,-105.48,45.02,-105.7,4,30,1,1,1,5,0,0,0
2.75,149,2005,6,7,06/07/2005,17:08:00,3,MT,30,3,0,0,0,0,0,45.1,-105.55,45.1,-105.55,1,30,1,1,1,75,0,0,0
2.75,940,2005,6,7,06/07/2005,17:10:00,3,WI,55,18,0,0,0,0,0,45,-91.6,44.98,-91.52,5.5,50,1,1,1,17,0,0,0
2.75,190,2005,6,7,06/07/2005,17:20:00,3,SD,46,5,1,0,0,0.05,0,43.43,-103.22,43.43,-103.22,0.6,130,1,1,1,47,0,0,0
1.75,156,2005,6,7,06/07/2005,19:19:00,3,ND,38,15,0,0,0,0,0,46.13,-100.57,46.13,-100.57,0,20,1,1,1,29,0,0,0
1.25,978,2005,6,8,06/08/2005,15:37:00,3,ND,38,18,1,0,0,0,0,48.85,-97.65,48.9,-97.55,5,100,1,1,1,67,0,0,0
1.75,979,2005,6,8,06/08/2005,15:53:00,3,ND,38,19,1,0,0,0,0,48.97,-97.55,49,-97.52,3,100,1,1,1,67,0,0,0
1.75,241,2005,6,8,06/08/2005,16:28:00,3,KS,20,65,0,0,0,0.001,0,39.25,-95.37,39.25,-95.37,0.5,40,1,1,1,87,0,0,0
2.5,904,2005,6,9,06/09/2005,15:20:00,3,KS,20,66,2,0,0,0,0,39.28,-99.95,39.35,-99.8,9.5,400,1,1,1,65,0,0,0
2.5,905,2005,6,9,06/09/2005,15:31:00,3,KS,20,67,0,0,0,0,0,39.8,-100.53,39.8,-100.53,1.5,25,1,1,1,39,0,0,0
3,906,2005,6,9,06/09/2005,15:45:00,3,KS,20,68,0,0,0,0,0,39.82,-100.4,39.82,-100.4,0.8,25,1,1,1,39,0,0,0
3,909,2005,6,9,06/09/2005,15:45:00,3,KS,20,69,0,0,0,0,0,39.33,-99.77,39.33,-99.77,0.3,25,1,1,1,65,0,0,0
3,910,2005,6,9,06/09/2005,15:46:00,3,KS,20,70,0,0,0,0,0,39.33,-99.77,39.33,-99.77,0.6,25,1,1,1,65,0,0,0
3,835,2005,6,9,06/09/2005,16:05:00,3,KS,20,71,0,0,0,0.03,0,39.27,-99.6,39.28,-99.57,2.5,40,1,1,1,163,0,0,0
3,958,2005,6,9,06/09/2005,16:18:00,3,KS,20,72,0,0,0,0,0,38.73,-100.08,38.77,-100.05,2,50,1,1,1,195,0,0,0
3,836,2005,6,9,06/09/2005,16:25:00,3,KS,20,73,1,0,0,0.3,0,39.27,-99.47,39.37,-99.37,9,60,1,1,1,163,0,0,0
3,837,2005,6,9,06/09/2005,16:34:00,3,KS,20,74,1,0,0,0.3,0,39.3,-99.53,39.42,-99.35,6,90,1,1,1,163,0,0,0
4,959,2005,6,9,06/09/2005,17:00:00,3,KS,20,76,3,0,0,0,0,38.85,-100,38.92,-99.9,6,200,1,1,1,195,0,0,0
4,960,2005,6,9,06/09/2005,17:16:00,3,KS,20,77,1,0,0,0,0,38.92,-99.87,38.95,-99.78,3.5,100,1,1,1,195,0,0,0
4,961,2005,6,9,06/09/2005,17:24:00,3,KS,20,78,1,0,0,0,0,38.95,-99.77,39,-99.75,4.4,100,1,1,1,195,0,0,0
4,1034,2005,6,9,06/09/2005,17:25:00,3,TX,48,56,3,0,0,0.3,0,33.87,-101.6,33.87,-101.27,15,900,1,1,1,189,153,0,0
4,847,2005,6,9,06/09/2005,17:27:00,3,TX,48,57,0,0,0,0,0,30.3,-102.87,30.28,-102.87,0.5,100,1,1,1,371,0,0,0
4,848,2005,6,9,06/09/2005,17:29:00,3,TX,48,58,0,0,0,0,0,30.32,-102.93,30.32,-102.93,0.7,100,1,1,1,43,0,0,0
4,962,2005,6,9,06/09/2005,17:29:00,3,KS,20,79,1,0,0,3,0,38.9,-99.78,38.98,-99.67,8.2,100,1,1,1,195,0,0,0
4,921,2005,6,9,06/09/2005,17:40:00,3,WI,55,19,0,0,0,0,0,43.97,-88.48,44.02,-88.45,3,40,1,1,1,139,0,0,0
4,965,2005,6,9,06/09/2005,17:46:00,3,KS,20,82,1,0,0,0,0,37.37,-100.23,37.35,-100.23,0.8,20,1,1,1,119,0,0,0
4,966,2005,6,9,06/09/2005,17:55:00,3,KS,20,83,2,0,0,0,0,37.32,-100.33,37.4,-100.22,9.2,200,1,1,1,119,0,0,0
2.75,894,2005,6,9,06/09/2005,18:02:00,3,TX,48,59,0,0,0,0,0,35.33,-101.32,35.33,-101.32,0.1,25,1,1,1,65,0,0,0
2.75,922,2005,6,9,06/09/2005,18:14:00,3,WI,55,20,0,0,0,0,0,44.1,-88.35,44.1,-88.35,0.1,25,1,1,1,15,0,0,0
2,970,2005,6,9,06/09/2005,19:05:00,3,KS,20,89,1,0,0,0,0,37.37,-100.23,37.32,-100.12,8,150,1,1,1,119,0,0,0
1.75,215,2005,6,9,06/09/2005,19:06:00,3,OK,40,25,0,0,0,0,0,36.95,-100.6,36.95,-100.6,0.1,25,1,1,1,7,0,0,0
2.75,895,2005,6,9,06/09/2005,19:30:00,3,TX,48,60,0,0,0,0.01,0,34.95,-100.9,34.95,-100.9,0.2,30,1,1,1,129,0,0,0
2.75,896,2005,6,9,06/09/2005,19:47:00,3,TX,48,61,0,0,0,0,0,34.97,-100.8,34.97,-100.8,0.1,25,1,1,1,129,0,0,0
1.5,971,2005,6,9,06/09/2005,20:30:00,3,KS,20,90,0,0,0,0,0,37,-100.42,37.02,-100.42,1,30,1,1,1,119,0,0,0
1.5,1035,2005,6,9,06/09/2005,20:40:00,3,TX,48,62,0,0,0,0,0,33.73,-101.18,33.73,-101.18,1,50,1,1,1,107,0,0,0
1.75,1036,2005,6,9,06/09/2005,21:00:00,3,TX,48,63,0,0,0,0,0,33.77,-100.83,33.77,-100.83,1,50,1,1,1,125,0,0,0
2.75,902,2005,6,11,06/11/2005,18:28:00,3,TX,48,68,0,0,0,0,0,35.08,-102.2,35.08,-102.2,0.1,25,1,1,1,117,0,0,0
2.75,899,2005,6,11,06/11/2005,18:30:00,3,TX,48,69,0,0,0,0,0,34.77,-101.52,34.77,-101.52,0.2,25,1,1,1,11,0,0,0
2.75,1033,2005,6,11,06/11/2005,18:35:00,3,TX,48,70,0,0,0,0,0,34.72,-101.57,34.72,-101.57,0.4,40,1,1,1,437,0,0,0
2.75,900,2005,6,11,06/11/2005,18:36:00,3,TX,48,71,0,0,0,0,0,34.77,-101.53,34.77,-101.53,0.1,25,1,1,1,11,0,0,0
2.75,901,2005,6,11,06/11/2005,18:57:00,3,TX,48,72,0,0,0,0,0,34.78,-101.5,34.78,-101.5,0.1,25,1,1,1,11,0,0,0
2.75,897,2005,6,11,06/11/2005,19:02:00,3,TX,48,73,0,0,0,0,0,34.82,-101.45,34.82,-101.45,0.2,25,1,1,1,11,0,0,0
1.75,1022,2005,6,12,06/12/2005,16:09:00,3,TX,48,74,0,0,0,0,0,33.67,-101.08,33.67,-101.08,0.5,50,1,1,1,107,0,0,0
1.75,1023,2005,6,12,06/12/2005,16:10:00,3,TX,48,75,0,0,0,0,0,33.8,-101.02,33.8,-101.02,0.5,50,1,1,1,125,0,0,0
2.5,1030,2005,6,12,06/12/2005,17:04:00,3,TX,48,76,2,0,0,0.15,0,33.25,-100.65,33.23,-100.68,2,1200,1,1,1,263,0,0,0
2.75,1027,2005,6,12,06/12/2005,17:33:00,3,TX,48,78,0,0,0,0,0,33.33,-100.95,33.33,-100.95,0.5,50,1,1,1,263,0,0,0
4.75,1028,2005,6,12,06/12/2005,17:39:00,3,TX,48,79,0,0,0,0,0,33.3,-100.92,33.3,-100.92,0.5,50,1,1,1,263,0,0,0
4.75,1024,2005,6,12,06/12/2005,17:55:00,3,TX,48,80,0,0,0,0,0,33.08,-100.65,33.08,-100.65,1.5,100,1,1,1,263,0,0,0
4.75,1026,2005,6,12,06/12/2005,18:16:00,3,TX,48,83,0,0,0,0,0,33.02,-100.57,33.02,-100.57,0.4,40,1,1,1,263,0,0,0
4.75,199,2005,6,12,06/12/2005,18:30:00,3,TX,48,84,1,0,0,0,0,32.92,-100.5,32.92,-100.47,0.5,50,1,1,1,151,0,0,0
1.75,143,2005,6,13,06/13/2005,16:20:00,3,IL,17,11,0,0,0,0,0,39.1,-90.18,39.1,-90.18,0.5,40,1,1,1,83,0,0,0
1.75,138,2005,6,13,06/13/2005,16:25:00,3,MO,29,16,0,0,0,0,0,38.95,-90.92,38.95,-90.92,0.2,50,1,1,1,113,0,0,0
0.75,125,2005,6,15,06/15/2005,15:50:00,3,NE,31,31,0,0,0,0,0,41.27,-103.32,41.27,-103.32,0,30,1,1,1,33,0,0,0
2.75,974,2005,6,16,06/16/2005,17:45:00,3,KS,20,93,1,0,0,0,0,37.48,-100.77,37.37,-100.62,10.5,100,1,1,1,81,175,0,0
1.75,197,2005,6,17,06/17/2005,17:20:00,3,MT,30,4,0,0,0,0,0,47.72,-109.37,47.72,-109.37,0.1,5,1,1,1,27,0,0,0
1.5,158,2005,6,19,06/19/2005,03:45:00,3,ND,38,23,1,0,0,0.25,0,48.05,-99.92,48.07,-99.85,3,75,1,1,1,69,0,0,0
1.5,983,2005,6,19,06/19/2005,03:56:00,3,ND,38,24,1,0,0,0,0,48.05,-99.85,48.05,-99.8,2,100,1,1,1,5,0,0,0
1.75,244,2005,6,19,06/19/2005,18:08:00,3,MN,27,25,0,0,0,0,0,48,-96.65,48,-96.65,0.2,50,1,1,1,119,0,0,0
1.75,988,2005,6,20,06/20/2005,07:10:00,3,ND,38,29,1,0,0,0,0,46.55,-97.93,46.57,-97.95,1,100,1,1,1,73,0,0,0
4.25,903,2005,6,20,06/20/2005,14:25:00,3,MN,27,29,0,0,0,0,0,43.83,-96.43,43.87,-96.43,0.7,50,1,1,1,133,117,0,0
1,124,2005,6,20,06/20/2005,15:55:00,3,IA,19,26,0,0,0,0,0,43.42,-94.72,43.42,-94.72,0.2,30,1,1,1,63,0,0,0
1.75,196,2005,6,20,06/20/2005,20:10:00,3,MT,30,5,0,0,0,0,0,48.73,-108.58,48.73,-108.58,0.1,5,1,1,1,5,0,0,0
0.88,130,2005,6,21,06/21/2005,14:26:00,3,FL,12,13,0,0,0,0,0,29.65,-81.63,29.72,-81.57,1,0,1,1,1,107,0,0,0
2,993,2005,6,23,06/23/2005,13:58:00,3,ND,38,31,0,0,0,0,0,47.85,-98.83,47.85,-98.78,2,50,1,1,1,5,0,0,0
2,994,2005,6,23,06/23/2005,13:58:00,3,ND,38,32,0,0,0,0,0,47.85,-98.83,47.85,-98.78,2,50,1,1,1,27,0,0,0
2,995,2005,6,23,06/23/2005,14:40:00,3,ND,38,33,1,0,0,0,0,48.9,-97.97,48.93,-97.88,4,100,1,1,1,19,67,0,0
2,998,2005,6,23,06/23/2005,15:18:00,3,ND,38,36,0,0,0,0,0,48.68,-97.78,48.68,-97.73,2,50,1,1,1,67,0,0,0
1.75,1000,2005,6,23,06/23/2005,16:15:00,3,MN,27,31,1,0,0,0,0,48.93,-93.83,48.9,-93.75,5,100,1,1,1,77,0,0,0
