sz,om,yr,mo,dy,date1,time,tz,st,stf,stn,f,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4
2.75,963,1995,7,27,07/27/1995,16:21:00,3,IA,19,33,0,0,0,3,0,42.23,-91.2,0,0,0.1,23,1,1,1,105,0,0,0
2.75,964,1995,7,27,07/27/1995,16:28:00,3,IA,19,34,2,0,0,5,0,41.93,-90.75,41.82,-90.6,10.5,70,1,1,1,45,0,0,0
2.75,965,1995,7,27,07/27/1995,16:42:00,3,IA,19,35,2,0,0,4,0,41.75,-90.78,41.72,-90.72,5.5,60,1,1,1,45,0,0,0
2.75,966,1995,7,27,07/27/1995,16:49:00,3,IA,19,36,2,0,0,5,0,41.82,-90.62,41.78,-90.17,20,400,2,0,1,0,0,0,0
2.75,966,1995,7,27,07/27/1995,16:49:00,3,IA,19,36,2,0,0,5,0,41.82,-90.62,41.8,-90.22,17,400,2,1,2,45,0,0,0
2.75,967,1995,7,27,07/27/1995,16:54:00,3,IA,19,37,0,0,0,3,0,41.8,-90.57,0,0,0.3,33,1,1,1,45,0,0,0
1.75,1000,1995,8,2,08/02/1995,17:23:00,3,ND,38,11,0,0,0,0,0,46.73,-100.68,0,0,0.1,10,1,1,1,15,0,0,0
0.75,1011,1995,8,5,08/05/1995,13:22:00,3,NE,31,25,0,0,0,0,0,41,-98.82,0,0,0.1,23,1,1,1,19,0,0,0
1.75,1012,1995,8,5,08/05/1995,14:22:00,3,NE,31,26,0,0,0,3,0,40.98,-98.45,0,0,1,23,1,1,1,79,0,0,0
1.75,1013,1995,8,5,08/05/1995,19:13:00,3,KS,20,72,0,0,0,0,0,37.98,-101.03,0,0,0.1,50,1,1,1,55,0,0,0
1.75,1018,1995,8,9,08/09/1995,14:50:00,3,IL,17,75,0,0,0,0,0,41.4,-88.72,0,0,0.2,20,1,1,1,99,0,0,0
1.75,1052,1995,9,6,09/06/1995,16:45:00,3,WI,55,6,1,1,0,5,0,45.48,-90.3,45.5,-90.12,8,100,1,1,1,99,0,0,0
1.75,1109,1995,10,26,10/26/1995,17:40:00,3,OK,40,76,0,0,0,0,0,36.35,-95.1,0,0,0.1,30,1,1,1,97,0,0,0
1.75,1110,1995,10,26,10/26/1995,18:16:00,3,OK,40,77,0,0,0,5,0,35.82,-95.08,0,0,2,73,1,1,1,21,0,0,0
2.75,1119,1995,10,27,10/27/1995,14:35:00,3,MS,28,39,0,0,0,3,0,31.67,-90.45,0,0,1,40,1,1,1,85,0,0,0
1.75,1124,1995,10,27,10/27/1995,16:45:00,3,SC,45,22,0,0,0,0,0,34.05,-81.03,0,0,0.1,50,1,1,1,79,0,0,0
0.75,1141,1995,11,2,11/02/1995,15:43:00,3,SC,45,26,0,0,0,0,0,33.58,-80.33,0,0,0.1,50,1,1,1,27,0,0,0
0.75,1188,1995,11,11,11/11/1995,01:45:00,3,AR,5,24,1,2,0,4,0,33.12,-91.45,0,0,2,100,1,1,1,17,0,0,0
0.75,1223,1995,12,17,12/17/1995,05:49:00,3,TX,48,226,0,0,0,6,0,30.7,-94.93,30.73,-94.87,4,50,1,1,1,373,0,0,0
1,10,1996,1,18,01/18/1996,09:05:00,3,MS,28,1,0,0,0,0,0,34.88,-89.68,34.88,-89.68,0.1,10,1,1,1,93,0,0,0
3,55,1996,3,5,03/05/1996,17:05:00,3,MO,29,3,1,0,0,0.04,0,36.85,-90.63,36.87,-90.43,12,75,1,1,1,23,0,0,0
1.75,43,1996,3,5,03/05/1996,18:19:00,3,TX,48,12,0,0,0,0,0,33.37,-95.1,33.37,-95.1,0.5,25,1,1,1,449,0,0,0
1.75,64,1996,3,5,03/05/1996,18:55:00,3,AR,5,5,0,0,0,0,0,36.35,-92.47,36.35,-92.47,0.7,25,1,1,1,5,0,0,0
2.75,54,1996,3,5,03/05/1996,19:45:00,3,AR,5,6,3,2,0,2.6,0,36,-92,36.08,-91.15,46.5,150,1,1,1,65,135,75,0
0.75,70,1996,3,6,03/06/1996,05:12:00,3,AL,1,6,1,0,0,1.25,0,32.38,-86.3,32.38,-86.3,1,80,1,1,1,101,0,0,0
0.75,71,1996,3,6,03/06/1996,05:14:00,3,AL,1,7,1,0,0,0.7,0,32.38,-86.3,32.38,-86.3,1.5,80,1,1,1,101,0,0,0
0.75,72,1996,3,6,03/06/1996,05:16:00,3,AL,1,8,1,0,0,0.8,0,32.38,-86.3,32.38,-86.3,1.5,80,1,1,1,101,0,0,0
0.75,73,1996,3,6,03/06/1996,05:20:00,3,AL,1,9,2,17,2,1.5,0,32.33,-86.13,32.38,-86.08,4,200,1,1,1,101,0,0,0
1,926,1996,3,12,03/12/1996,16:07:00,3,CA,6,4,0,0,0,0.03,0,36.35,-119.68,36.33,-119.65,0.1,10,1,1,1,31,0,0,0
1,927,1996,3,12,03/12/1996,16:25:00,3,CA,6,5,0,0,0,0.01,0,36.38,-119.65,36.33,-119.65,0.1,10,1,1,1,31,0,0,0
1.75,59,1996,3,16,03/16/1996,16:05:00,3,TN,47,2,2,1,0,5.5,0,36.38,-85.33,36.4,-85.22,6,400,1,1,1,133,0,0,0
1.75,864,1996,3,16,03/16/1996,21:38:00,3,SC,45,6,0,0,0,0,0,34.32,-80.6,34.32,-80.6,0.2,40,1,1,1,55,0,0,0
2.75,60,1996,3,18,03/18/1996,14:05:00,3,MS,28,10,1,0,0,0.1,0,31.97,-90.3,32,-90.27,4,100,1,1,1,29,0,0,0
2.75,62,1996,3,18,03/18/1996,14:15:00,3,MS,28,11,1,0,0,0.05,0,32.07,-90.1,32.17,-90.02,9,100,1,1,1,121,0,0,0
2.75,61,1996,3,18,03/18/1996,14:20:00,3,MS,28,12,0,0,0,0.004,0,32.02,-90.22,32.03,-90.17,2.5,70,1,1,1,127,0,0,0
1.75,351,1996,3,18,03/18/1996,15:30:00,3,MS,28,13,1,0,0,0.03,0,31.4,-89.13,31.43,-88.95,12,300,1,1,1,111,0,0,0
2.75,352,1996,3,18,03/18/1996,15:50:00,3,MS,28,14,1,0,0,0.01,0,31.43,-88.95,31.5,-88.77,12,300,1,1,1,153,0,0,0
2.75,358,1996,3,18,03/18/1996,16:22:00,3,MS,28,16,1,0,0,0.01,0,31.45,-88.88,31.47,-88.83,3,200,1,1,1,153,0,0,0
1.75,359,1996,3,18,03/18/1996,16:45:00,3,MS,28,17,0,0,0,0.04,0,31.43,-88.63,31.57,-88.5,12,200,1,1,1,153,0,0,0
1.75,1126,1996,3,18,03/18/1996,18:52:00,3,AL,1,19,1,0,0,0.5,0,32.82,-86.18,32.78,-85.97,6,100,1,1,1,51,37,123,0
1.75,77,1996,3,18,03/18/1996,19:12:00,3,AL,1,20,1,0,0,0.15,0,32.9,-85.8,32.97,-85.7,6,90,1,1,1,123,0,0,0
1.75,78,1996,3,18,03/18/1996,20:05:00,3,AL,1,22,1,0,0,0.15,0,32.5,-86.22,32.5,-86.22,0.9,70,1,1,1,51,0,0,0
1.75,1128,1996,3,18,03/18/1996,20:23:00,3,AL,1,23,3,0,0,0.7,0,32.65,-86.02,32.9,-85.8,24,440,1,1,1,51,123,0,0
2,371,1996,3,24,03/24/1996,12:55:00,3,OK,40,1,0,0,0,0,0,34.23,-97.27,34.23,-97.27,0.1,25,1,1,1,19,0,0,0
1.75,821,1996,3,30,03/30/1996,16:15:00,3,FL,12,13,0,0,0,0.004,0,28.67,-82,28.67,-82,1,10,1,1,1,119,0,0,0
2.75,116,1996,3,30,03/30/1996,16:52:00,3,FL,12,14,0,0,0,0,0,28.68,-81.8,28.68,-81.8,1,20,1,1,1,69,0,0,0
2.75,40,1996,3,30,03/30/1996,17:11:00,3,AR,5,9,0,0,0,0,0,33.35,-93.72,33.35,-93.72,0.5,25,1,1,1,91,0,0,0
3,41,1996,3,30,03/30/1996,18:55:00,3,AR,5,10,0,0,0,0,0,33.27,-92.88,33.27,-92.88,0.5,25,1,1,1,139,0,0,0
2.5,121,1996,4,12,04/12/1996,14:57:00,3,MI,26,2,0,0,0,0,0,41.77,-83.75,41.77,-83.75,0.1,15,1,1,1,115,0,0,0
2.75,88,1996,4,12,04/12/1996,20:10:00,3,TX,48,15,0,0,0,0,0,31.4,-96.58,31.4,-96.58,0.1,20,1,1,1,293,0,0,0
0.88,89,1996,4,13,04/13/1996,20:18:00,3,TX,48,16,2,0,0,0.1,0,33.05,-97.62,33.05,-97.62,0.5,75,1,1,1,497,0,0,0
1.75,141,1996,4,14,04/14/1996,19:40:00,3,LA,22,6,0,0,0,0.01,0,31.38,-92.68,31.38,-92.68,0.2,10,1,1,1,79,0,0,0
0.75,132,1996,4,15,04/15/1996,09:20:00,3,NC,37,3,0,0,0,0,0,34.53,-78.05,34.53,-78.05,0.2,20,1,1,1,141,0,0,0
1,996,1996,4,16,04/16/1996,15:50:00,3,CA,6,13,0,0,0,0,0,36.88,-119.88,36.88,-119.88,0.5,10,1,1,1,19,0,0,0
2.25,192,1996,4,18,04/18/1996,20:05:00,3,IL,17,2,1,9,0,1.5,0,39.83,-88.95,39.83,-88.92,2.5,220,1,1,1,115,0,0,0
2,195,1996,4,19,04/19/1996,15:20:00,3,IL,17,3,0,0,0,0,0,39.52,-88.37,39.52,-88.37,0.1,100,1,1,1,29,0,0,0
2,196,1996,4,19,04/19/1996,15:35:00,3,IL,17,4,0,0,0,0,0,39.63,-88.17,39.63,-88.17,0.1,100,1,1,1,29,0,0,0
2.75,193,1996,4,19,04/19/1996,16:10:00,3,IL,17,5,1,0,0,0,0,39.65,-87.73,39.67,-87.7,2,440,1,1,1,45,0,0,0
2.75,194,1996,4,19,04/19/1996,16:12:00,3,IL,17,6,0,0,0,0,0,39.63,-87.72,39.65,-87.7,1,220,1,1,1,45,0,0,0
3,47,1996,4,19,04/19/1996,16:40:00,3,IL,17,7,1,0,0,0,0,40.98,-89.05,40.98,-89.05,0.5,50,1,1,1,99,0,0,0
3,210,1996,4,19,04/19/1996,16:45:00,3,IL,17,9,0,0,0,0.002,0,38.32,-90.3,38.33,-90.28,1,50,1,1,1,133,0,0,0
3,1138,1996,4,19,04/19/1996,17:00:00,3,IL,17,10,0,0,0,4,0,41,-90.95,41.05,-90.9,5,50,1,1,1,71,0,0,0
3,181,1996,4,19,04/19/1996,17:10:00,3,IL,17,13,1,0,0,4,0,41.02,-90.9,41.02,-90.9,3.5,100,1,1,1,71,0,0,0
3,198,1996,4,19,04/19/1996,17:18:00,3,IL,17,15,2,1,0,0.4,0,39.73,-90.2,39.73,-90.08,6,880,1,1,1,137,0,0,0
3,211,1996,4,19,04/19/1996,17:20:00,3,IL,17,16,0,0,0,0.01,0,38.42,-89.93,38.43,-89.9,1.5,50,1,1,1,163,0,0,0
3,48,1996,4,19,04/19/1996,17:25:00,3,IL,17,17,0,0,0,0,0,41.07,-88.07,41.12,-87.98,4,20,1,1,1,91,0,0,0
3,199,1996,4,19,04/19/1996,17:31:00,3,IL,17,18,0,0,0,0,0,39.72,-90,39.72,-90,0.1,100,1,1,1,137,0,0,0
3,1136,1996,4,19,04/19/1996,17:58:00,3,IL,17,20,3,0,0,2.02,0,40.32,-89.35,40.37,-89.18,9.4,880,1,1,1,107,179,113,0
3,326,1996,4,19,04/19/1996,18:00:00,3,MO,29,5,0,0,0,0,0,38.02,-90.22,38.02,-90.22,0.3,50,1,1,1,186,0,0,0
3,49,1996,4,19,04/19/1996,18:01:00,3,IL,17,23,0,0,0,0,0,41.15,-87.68,41.2,-87.6,5,20,1,1,1,91,0,0,0
2.75,1132,1996,4,19,04/19/1996,18:40:00,3,IN,18,2,1,5,0,4,0,39.62,-86.32,39.62,-86.22,5,100,1,1,1,109,81,0,0
2.75,214,1996,4,19,04/19/1996,18:59:00,3,IL,17,28,0,0,0,0.01,0,38.18,-89.85,38.18,-89.83,2,70,1,1,1,157,0,0,0
2.75,215,1996,4,19,04/19/1996,19:12:00,3,IL,17,32,0,0,0,0.01,0,38.2,-89.7,38.22,-89.65,3,70,1,1,1,157,0,0,0
2.75,217,1996,4,19,04/19/1996,19:15:00,3,IL,17,33,0,0,0,0.01,0,37.97,-89.77,37.97,-89.73,2,50,1,1,1,157,0,0,0
2.75,1133,1996,4,19,04/19/1996,19:20:00,3,IL,17,34,1,0,0,0.07,0,37.95,-89.2,37.97,-89.13,2.5,100,1,1,1,145,55,0,0
2.75,204,1996,4,19,04/19/1996,19:34:00,3,IL,17,36,3,12,0,9,0,40.07,-88.25,40.08,-88.18,4,220,1,1,1,19,0,0,0
1.75,159,1996,4,19,04/19/1996,21:00:00,3,MO,29,8,2,0,0,0.1,0,36.6,-90.87,36.58,-90.73,10,100,1,1,1,181,0,0,0
2.75,123,1996,4,19,04/19/1996,22:57:00,3,IN,18,9,0,0,0,0.1,0,38.93,-86.4,38.93,-86.38,1,75,1,1,1,93,0,0,0
1.75,112,1996,4,20,04/20/1996,00:40:00,3,KY,21,2,1,0,0,0.3,0,38.05,-85.53,38.05,-85.52,1,200,1,1,1,29,0,0,0
1.75,114,1996,4,20,04/20/1996,02:30:00,3,KY,21,3,1,4,0,0.01,0,37.08,-85.9,37.08,-85.88,0.5,100,1,1,1,9,0,0,0
1,1131,1996,4,20,04/20/1996,02:34:00,3,KY,21,4,1,0,0,0.08,0,37.1,-85.8,37.1,-85.72,4,200,1,1,1,9,169,0,0
0.88,1169,1996,4,20,04/20/1996,05:56:00,3,TN,47,7,2,0,0,0,0,35.38,-87.23,35.38,-86.92,1,440,1,1,1,55,0,0,0
0.88,1170,1996,4,20,04/20/1996,06:03:00,3,TN,47,8,2,0,0,0,0,35.38,-86.92,35.35,-86.85,1.5,440,1,1,1,117,0,0,0
2.5,461,1996,4,21,04/21/1996,16:00:00,3,OK,40,2,0,0,0,0,0,36.3,-97.25,36.3,-97.22,2,100,1,1,1,103,0,0,0
2.75,462,1996,4,21,04/21/1996,16:42:00,3,OK,40,3,1,0,0,0.01,0,34.45,-97.5,34.45,-97.5,0.5,50,1,1,1,19,0,0,0
2.75,1147,1996,4,21,04/21/1996,17:30:00,3,OK,40,4,1,0,0,0,0,34.23,-97.58,34.27,-97.53,4.5,150,1,1,1,67,19,0,0
2.75,455,1996,4,21,04/21/1996,17:35:00,3,OK,40,5,0,0,0,0,0,34.35,-97.48,34.35,-97.48,0.1,25,1,1,1,19,0,0,0
2.75,456,1996,4,21,04/21/1996,17:35:00,3,OK,40,6,0,0,0,0,0,34.17,-97.48,34.17,-97.48,0.1,25,1,1,1,19,0,0,0
2.75,454,1996,4,21,04/21/1996,17:51:00,3,OK,40,8,0,0,0,0,0,34.57,-97.03,34.57,-97.03,0.1,25,1,1,1,99,0,0,0
2.75,458,1996,4,21,04/21/1996,18:25:00,3,OK,40,10,0,0,0,0,0,34.47,-97.08,34.5,-97.07,1,100,1,1,1,99,0,0,0
2.75,459,1996,4,21,04/21/1996,18:28:00,3,OK,40,11,1,0,0,0.28,0,34.52,-97,34.53,-96.95,3,150,1,1,1,99,0,0,0
2.75,724,1996,4,21,04/21/1996,18:28:00,3,OK,40,12,0,0,0,0,0,36.73,-95.68,36.73,-95.68,0.1,25,1,1,1,105,0,0,0
2.5,725,1996,4,21,04/21/1996,19:15:00,3,OK,40,15,1,0,0,0.05,0,36.75,-94.88,36.75,-94.88,0.1,25,1,1,1,115,0,0,0
4.5,95,1996,4,21,04/21/1996,20:00:00,3,TX,48,23,0,0,0,0.01,0,33.68,-97.23,33.67,-97.22,2,30,1,1,1,97,0,0,0
4.5,96,1996,4,21,04/21/1996,20:05:00,3,TX,48,24,0,0,0,0.01,0,33.65,-97.27,33.65,-97.23,2,30,1,1,1,97,0,0,0
4.5,97,1996,4,21,04/21/1996,20:20:00,3,TX,48,25,0,0,0,0,0,33.6,-97.15,33.6,-97.15,0.1,20,1,1,1,97,0,0,0
4.5,99,1996,4,21,04/21/1996,20:33:00,3,TX,48,26,0,0,0,0.01,0,33.7,-96.92,33.7,-96.9,1,25,1,1,1,181,0,0,0
4.5,100,1996,4,21,04/21/1996,21:07:00,3,TX,48,27,0,0,0,0.002,0,33.75,-96.62,33.75,-96.62,0.1,20,1,1,1,181,0,0,0
4.5,98,1996,4,21,04/21/1996,21:25:00,3,TX,48,28,0,0,0,0.01,0,33.65,-97.27,33.65,-97.25,1,20,1,1,1,97,0,0,0
4.5,101,1996,4,21,04/21/1996,21:58:00,3,TX,48,29,0,0,0,0.01,0,33.73,-96.92,33.73,-96.9,2,30,1,1,1,181,0,0,0
2.75,1124,1996,4,21,04/21/1996,22:12:00,3,AR,5,12,3,89,2,150,0,35.38,-94.42,35.52,-94.28,10,1050,2,1,2,131,33,0,0
2.75,1124,1996,4,21,04/21/1996,22:12:00,3,OK,40,19,3,89,2,150,0,35.38,-94.45,35.52,-94.28,10.1,1050,2,0,1,0,0,0,0
2.75,1124,1996,4,21,04/21/1996,22:12:00,3,OK,40,19,3,0,0,0,0,35.38,-94.45,35.38,-94.42,0.1,1050,2,1,2,135,0,0,0
4.5,102,1996,4,21,04/21/1996,22:40:00,3,TX,48,30,0,0,0,0.002,0,33.77,-96.75,33.78,-96.73,2,30,1,1,1,181,0,0,0
4.5,183,1996,4,21,04/21/1996,22:55:00,3,AR,5,13,2,2,0,0.5,0,35.62,-94.03,35.65,-94,3,400,1,1,1,47,0,0,0
4.5,730,1996,4,21,04/21/1996,23:15:00,3,AR,5,14,3,6,2,1,0,35.77,-93.77,35.93,-93.57,15,1050,1,1,1,87,0,0,0
2.75,182,1996,4,22,04/22/1996,00:40:00,3,AR,5,15,2,6,0,1,0,36.22,-92.73,36.32,-92.57,12,200,1,1,1,89,0,0,0
1.75,103,1996,4,28,04/28/1996,18:00:00,3,TX,48,32,0,0,0,0,0,31.53,-96.52,31.53,-96.52,0.1,20,1,1,1,293,0,0,0
1.75,105,1996,4,28,04/28/1996,19:10:00,3,TX,48,34,0,0,0,0,0,31.72,-96.22,31.72,-96.22,0.1,20,1,1,1,161,0,0,0
2.5,106,1996,4,28,04/28/1996,19:22:00,3,TX,48,35,0,0,0,0,0,31.83,-96.08,31.83,-96.08,0.1,20,1,1,1,161,0,0,0
2.5,107,1996,4,28,04/28/1996,19:22:00,3,TX,48,36,0,0,0,0,0,31.92,-95.7,31.92,-95.7,0.1,20,1,1,1,1,0,0,0
1.75,339,1996,5,1,05/01/1996,16:15:00,3,OH,39,2,1,2,0,0.3,0,40.8,-81.7,40.8,-81.7,0.1,30,1,1,1,169,0,0,0
3,323,1996,5,3,05/03/1996,19:15:00,3,IN,18,15,0,0,0,0.01,0,38.32,-87.57,38.32,-87.53,0.8,50,1,1,1,51,0,0,0
1.75,322,1996,5,3,05/03/1996,19:55:00,3,IN,18,16,1,0,0,0.05,0,38.17,-86.98,38.18,-86.97,1,75,1,1,1,147,0,0,0
1.75,321,1996,5,3,05/03/1996,20:01:00,3,IN,18,17,0,0,0,0.01,0,38.15,-87.15,38.15,-87.13,1,75,1,1,1,173,0,0,0
1,373,1996,5,5,05/05/1996,09:46:00,3,MO,29,14,0,0,0,0,0,37.57,-93.35,37.57,-93.35,0.2,100,1,1,1,167,0,0,0
1,413,1996,5,5,05/05/1996,09:46:00,3,MO,29,15,0,0,0,0.02,0,37.48,-93.28,37.48,-93.28,0.5,100,1,1,1,167,0,0,0
1,414,1996,5,5,05/05/1996,09:50:00,3,MO,29,16,1,0,0,0.05,0,37.5,-92.93,37.5,-92.88,3,100,1,1,1,59,0,0,0
1.75,266,1996,5,5,05/05/1996,12:35:00,3,KY,21,11,0,0,0,0,0,37.8,-85.1,37.8,-85.08,0.5,50,1,1,1,229,0,0,0
1,865,1996,5,7,05/07/1996,17:45:00,3,SC,45,8,0,0,0,0,0,33.83,-81.62,33.83,-81.62,0.1,30,1,1,1,3,0,0,0
4.5,288,1996,5,8,05/08/1996,19:44:00,3,NE,31,2,2,15,0,12,0,40.28,-96.82,40.3,-96.7,9.5,880,1,1,1,67,0,0,0
2.75,840,1996,5,8,05/08/1996,21:00:00,3,KS,20,3,0,0,0,0,0,37.72,-98.95,37.72,-98.95,0.5,50,1,1,1,151,0,0,0
2.75,934,1996,5,9,05/09/1996,17:20:00,3,TX,48,37,0,0,0,0,0,35.55,-100.63,35.55,-100.63,0.1,25,1,1,1,179,0,0,0
2.75,935,1996,5,9,05/09/1996,17:59:00,3,TX,48,38,0,0,0,0,0,35.52,-100.52,35.52,-100.43,5,100,1,1,1,483,0,0,0
2.75,936,1996,5,9,05/09/1996,18:22:00,3,TX,48,39,0,0,0,0,0,35.45,-100.25,35.45,-100.25,0.1,20,1,1,1,483,0,0,0
2.75,937,1996,5,9,05/09/1996,18:31:00,3,TX,48,40,0,0,0,0,0,35.5,-100.42,35.5,-100.42,0.6,75,1,1,1,483,0,0,0
4.5,501,1996,5,9,05/09/1996,19:41:00,3,IL,17,43,0,0,0,0,0,41.07,-90.55,41.07,-90.55,0.1,25,1,1,1,131,0,0,0
2.5,224,1996,5,9,05/09/1996,19:50:00,3,KS,20,7,2,0,0,0.3,0,39.57,-97.32,39.57,-97.28,1.5,100,1,1,1,201,0,0,0
2.5,502,1996,5,9,05/09/1996,20:00:00,3,IL,17,44,0,0,0,0,0,40.98,-90.63,40.98,-90.63,0.2,25,1,1,1,187,0,0,0
0.88,252,1996,5,10,05/10/1996,20:03:00,3,TX,48,42,1,0,0,1,0,31.37,-100.32,31.37,-100.23,5,1000,1,1,1,451,0,0,0
1.75,879,1996,5,11,05/11/1996,13:30:00,3,PA,42,2,1,0,0,0,0,40.72,-76.12,40.78,-75.95,10,440,1,1,1,107,0,0,0
1.75,248,1996,5,13,05/13/1996,18:45:00,3,TX,48,45,0,0,0,0,0,32.4,-100.85,32.4,-100.85,0.1,75,1,1,1,335,0,0,0
2,260,1996,5,17,05/17/1996,17:03:00,3,SD,46,6,3,0,0,1.5,0,45.18,-96.58,45.55,-96.3,18,200,2,0,1,0,0,0,0
2,260,1996,5,17,05/17/1996,17:03:00,3,SD,46,6,3,0,0,0,0,45.18,-96.58,45.18,-96.57,1,200,2,1,2,109,0,0,0
1.75,637,1996,5,18,05/18/1996,20:50:00,3,SD,46,11,0,0,0,0,0,44.75,-97.37,44.75,-97.37,0.3,10,1,1,1,57,0,0,0
4.5,301,1996,5,22,05/22/1996,18:40:00,3,CO,8,1,1,0,0,0,0,40.58,-102.4,40.58,-102.4,0.2,660,1,1,1,95,0,0,0
4,230,1996,5,22,05/22/1996,18:50:00,3,NE,31,7,0,0,0,0,0,40.02,-101.52,40,-101.5,1,50,1,1,1,57,0,0,0
4,316,1996,5,22,05/22/1996,18:52:00,3,CO,8,2,0,0,0,0,0,40.58,-102.38,40.58,-102.38,0.1,50,1,1,1,95,0,0,0
4,229,1996,5,22,05/22/1996,19:04:00,3,KS,20,12,0,0,0,0,0,39.98,-101.37,39.97,-101.37,2,100,1,1,1,153,0,0,0
4,234,1996,5,22,05/22/1996,19:15:00,3,CO,8,3,1,0,0,0,0,40.37,-102.1,40.37,-102.1,3,100,1,1,1,125,0,0,0
2.75,231,1996,5,22,05/22/1996,19:55:00,3,KS,20,13,0,0,0,0,0,39.87,-100.88,39.87,-100.88,0.1,10,1,1,1,153,0,0,0
2.75,290,1996,5,22,05/22/1996,19:55:00,3,NE,31,9,0,0,0,0,0,40.8,-96.67,40.8,-96.67,0.1,10,1,1,1,109,0,0,0
2.75,232,1996,5,22,05/22/1996,20:11:00,3,KS,20,14,0,0,0,0,0,39.9,-100.87,39.9,-100.83,1,30,1,1,1,153,0,0,0
2.75,233,1996,5,22,05/22/1996,20:30:00,3,KS,20,15,1,0,0,0,0,39.82,-100.67,39.82,-100.6,4,50,1,1,1,39,0,0,0
2.75,392,1996,5,22,05/22/1996,22:20:00,3,NE,31,11,0,0,0,0,0,40.02,-98.18,40.02,-98.18,0.2,10,1,1,1,129,0,0,0
2,943,1996,5,24,05/24/1996,14:49:00,3,TX,48,46,0,0,0,0,0,36.08,-101.05,36.07,-101.03,1,50,1,1,1,195,0,0,0
1.75,944,1996,5,24,05/24/1996,14:56:00,3,TX,48,47,0,0,0,0,0,36.02,-101.2,36.03,-101.18,0.5,30,1,1,1,233,0,0,0
1.75,945,1996,5,24,05/24/1996,14:57:00,3,TX,48,48,0,0,0,0,0,36.25,-100.97,36.25,-100.93,0.6,40,1,1,1,357,0,0,0
2,949,1996,5,24,05/24/1996,17:55:00,3,TX,48,52,0,0,0,0,0,35.53,-100.98,35.55,-100.98,0.5,40,1,1,1,179,0,0,0
0.75,179,1996,5,25,05/25/1996,12:10:00,3,AZ,4,2,0,0,0,0,0,36.73,-110.25,36.73,-110.25,0.1,50,1,1,1,17,0,0,0
1.75,348,1996,5,25,05/25/1996,15:25:00,3,NM,35,1,0,0,0,0,0,35.77,-103.33,35.77,-103.33,0.2,50,1,1,1,59,0,0,0
1.75,876,1996,5,25,05/25/1996,15:55:00,3,TX,48,54,0,0,0,0,0,34.62,-102.78,34.62,-102.78,0.1,10,1,1,1,369,0,0,0
2.75,1077,1996,5,25,05/25/1996,17:41:00,3,TX,48,58,1,0,0,0,0,32.87,-102.13,32.87,-102.13,0.5,100,1,1,1,115,0,0,0
1.75,297,1996,5,25,05/25/1996,19:50:00,3,IL,17,48,0,0,0,0.01,0,38.58,-89.05,38.57,-89.05,1,50,1,1,1,121,0,0,0
1.75,877,1996,5,25,05/25/1996,22:55:00,3,TX,48,62,1,0,0,0.01,0,33.75,-100.98,33.77,-100.73,17,20,1,1,1,125,0,0,0
1.75,941,1996,5,26,05/26/1996,13:53:00,3,OK,40,22,0,0,0,0.01,0,36.67,-101.48,36.67,-101.47,0.5,50,1,1,1,139,0,0,0
1.75,942,1996,5,26,05/26/1996,14:16:00,3,OK,40,23,0,0,0,0.01,0,36.87,-101.28,36.87,-101.27,1,100,1,1,1,139,0,0,0
1.75,1079,1996,5,26,05/26/1996,14:16:00,3,OK,40,24,0,0,0,0.01,0,36.87,-101.28,36.87,-101.27,1,75,1,1,1,139,0,0,0
1.75,717,1996,5,26,05/26/1996,14:25:00,3,OK,40,25,0,0,0,0,0,34.87,-99.02,34.87,-99.02,1,10,1,1,1,75,0,0,0
5.5,842,1996,5,26,05/26/1996,16:15:00,3,KS,20,21,1,0,0,0.85,0,37.88,-100.35,37.98,-100.25,10,400,1,1,1,69,0,0,0
5.5,843,1996,5,26,05/26/1996,16:20:00,3,KS,20,23,1,0,0,0.07,0,37.93,-100.35,37.95,-100.27,3,50,1,1,1,69,0,0,0
1,317,1996,5,27,05/27/1996,13:25:00,3,AR,5,17,3,0,0,1.8,0,33.97,-93.35,34,-92.9,26,440,1,1,1,19,0,0,0
1.75,300,1996,5,27,05/27/1996,19:30:00,3,IL,17,49,0,0,0,0,0,39.7,-90.77,39.7,-90.75,1,50,1,1,1,149,0,0,0
1.75,298,1996,5,27,05/27/1996,19:40:00,3,IL,17,50,0,0,0,0,0,39.82,-90.97,39.83,-90.97,0.5,50,1,1,1,1,0,0,0
1.75,281,1996,5,28,05/28/1996,15:09:00,3,IN,18,24,0,0,0,0.01,0,38.53,-87.52,38.53,-87.32,11,75,1,1,1,83,0,0,0
3,263,1996,5,28,05/28/1996,15:55:00,3,IN,18,25,2,0,0,0,0,38.17,-86.32,38.15,-86.05,10,575,1,1,1,61,0,0,0
1.75,267,1996,5,28,05/28/1996,16:40:00,3,IN,18,26,0,0,0,0,0,38.3,-86.95,38.3,-86.95,0.5,100,1,1,1,37,0,0,0
1.75,1141,1996,5,28,05/28/1996,16:40:00,3,KY,21,15,4,10,0,101,0,38.15,-85.75,38.03,-85.17,30,850,1,1,1,111,29,215,0
2,264,1996,5,28,05/28/1996,17:53:00,3,KY,21,16,0,0,0,0,0,37.98,-85.1,37.97,-85.07,0.5,575,1,1,1,5,0,0,0
